,Content,Processed,Polarity,Subjectivity,Label
3560,"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.","['insults', 'profound', 'deuchebaggery', 'outside', 'smoke', 'break', 'serving', 'solidify']",0.041666666666666664,0.525,Positive
3561,If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,"['someone', 'orders', 'two', 'tacos', 'think', 'may', 'part', 'customer', 'service', 'ask', 'combo', 'ala', 'cart']",0.0,0.0,Neutral
3562,She was quite disappointed although some blame needs to be placed at her door.,"['quite', 'disappointed', 'although', 'blame', 'needs', 'placed', 'door']",-0.75,0.75,Negative
3563,After all the rave reviews I couldn't wait to eat here......what a disappointment!,"['rave', 'reviews', 'could', 'wait', 'eat', 'disappointment']",-0.6,0.4,Negative
3564,Del Taco is pretty nasty and should be avoided if possible.,"['del', 'taco', 'pretty', 'nasty', 'avoided', 'possible']",-0.25,1.0,Negative
3565,It's NOT hard to make a decent hamburger.,"['hard', 'make', 'decent', 'hamburger']",-0.06250000000000001,0.6041666666666666,Negative
3566,But I don't like it.,['like'],0.0,0.0,Neutral
3567,Hell no will I go back,"['hell', 'back']",0.0,0.0,Neutral
3568,We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,"['gotten', 'much', 'good', 'service', 'pizza', 'place', 'next', 'door', 'services', 'received', 'restaurant']",0.35,0.30000000000000004,Positive
3569,"I don't know what the big deal is about this place, but I won't be back ""ya'all"".","['know', 'big', 'deal', 'place', 'back']",0.0,0.05,Neutral
3570,I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,"['immediately', 'said', 'wanted', 'talk', 'manager', 'want', 'talk', 'guy', 'shots', 'fireball', 'behind', 'bar']",-0.4,0.7,Negative
3571,The ambiance isn't much better.,"['ambiance', 'much', 'good']",0.7,0.6000000000000001,Positive
3572,"Unfortunately, it only set us up for disapppointment with our entrees.","['unfortunately', 'set', 'disapppointment', 'entrees']",-0.5,1.0,Negative
3573,The food wasn't good.,"['food', 'good']",0.7,0.6000000000000001,Positive
3574,"Your servers suck, wait, correction, our server Heimer sucked.","['servers', 'suck', 'wait', 'correction', 'server', 'heimer', 'sucked']",0.0,0.0,Neutral
3575,What happened next was pretty....off putting.,"['happened', 'next', 'pretty', 'putting']",0.125,0.5,Positive
3576,"too bad cause I know it's family owned, I really wanted to like this place.","['bad', 'cause', 'know', 'family', 'owned', 'really', 'wanted', 'like', 'place']",-0.24999999999999992,0.43333333333333335,Negative
3577,Overpriced for what you are getting.,"['overpriced', 'getting']",0.0,0.0,Neutral
3578,I vomited in the bathroom mid lunch.,"['vomited', 'bathroom', 'mid', 'lunch']",0.0,0.0,Neutral
3579,"I kept looking at the time and it had soon become 35 minutes, yet still no food.","['kept', 'looking', 'time', 'soon', 'become', 'minutes', 'yet', 'still', 'food']",0.0,0.0,Neutral
3580,"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.","['places', 'eat', 'circumstances', 'would', 'ever', 'return', 'tops', 'list']",0.0,0.0,Neutral
3581,We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,"['started', 'tuna', 'sashimi', 'brownish', 'color', 'obviously', 'fresh']",0.3,0.5,Positive
3582,Food was below average.,"['food', 'average']",-0.15,0.39999999999999997,Negative
3583,It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,"['sure', 'beat', 'nachos', 'movies', 'would', 'expect', 'little', 'bit', 'coming', 'restaurant']",0.15625,0.6944444444444444,Positive
3584,"All in all, Ha Long Bay was a bit of a flop.","['long', 'bay', 'bit', 'flop']",-0.05,0.4,Negative
3585,The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,"['problem', 'charge', 'sandwich', 'big', 'subway', 'sub', 'offers', 'good', 'amount', 'vegetables']",0.26666666666666666,0.23333333333333336,Positive
3586,Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,"['unwrapped', 'live', 'mile', 'brushfire', 'literally', 'ice', 'cold']",-0.2318181818181818,0.75,Negative
3587,"It lacked flavor, seemed undercooked, and dry.","['lacked', 'flavor', 'seemed', 'undercooked', 'dry']",-0.06666666666666665,0.6,Negative
3588,It really is impressive that the place hasn't closed down.,"['really', 'impressive', 'place', 'closed']",0.45,0.55,Positive
3589,I would avoid this place if you are staying in the Mirage.,"['would', 'avoid', 'place', 'staying', 'mirage']",0.0,0.0,Neutral
3590,The refried beans that came with my meal were dried out and crusty and the food was bland.,"['refried', 'beans', 'came', 'meal', 'dried', 'crusty', 'food', 'bland']",-0.18333333333333335,0.7166666666666667,Negative
3591,Spend your money and time some place else.,"['spend', 'money', 'time', 'place', 'else']",0.0,0.0,Neutral
3592,A lady at the table next to us found a live green caterpillar In her salad.,"['lady', 'table', 'next', 'found', 'live', 'green', 'caterpillar', 'salad']",-0.02121212121212122,0.26666666666666666,Negative
3593,the presentation of the food was awful.,"['presentation', 'food', 'awful']",-1.0,1.0,Negative
3594,I can't tell you how disappointed I was.,"['tell', 'disappointed']",-0.75,0.75,Negative
3595,I think food should have flavor and texture and both were lacking.,"['think', 'food', 'flavor', 'texture', 'lacking']",0.0,0.0,Neutral
3596,Appetite instantly gone.,"['appetite', 'instantly', 'gone']",0.0,0.6666666666666666,Neutral
3597,Overall I was not impressed and would not go back.,"['overall', 'impressed', 'would', 'back']",0.3333333333333333,0.3333333333333333,Positive
3598,"The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.","['whole', 'experience', 'underwhelming', 'think', 'ninja', 'sushi', 'next', 'time']",0.1,0.2,Positive
3599,"Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.","['wasted', 'enough', 'life', 'poured', 'salt', 'wound', 'drawing', 'time', 'took', 'bring', 'check']",-0.1,0.25,Negative
3600,"A very, very, very slow-moving, aimless movie about a distressed, drifting young man.  ","['aimless', 'movie', 'distressed', 'drifting', 'young', 'man']",0.1,0.4,Positive
3601,"Not sure who was more lost - the flat characters or the audience, nearly half of whom walked out.  ","['sure', 'lost', 'flat', 'characters', 'audience', 'nearly', 'half', 'walked']",0.10277777777777779,0.39351851851851855,Positive
3602,"Attempting artiness with black & white and clever camera angles, the movie disappointed - became even more ridiculous - as the acting was poor and the plot and lines almost non-existent.  ","['attempting', 'artiness', 'black', 'white', 'clever', 'camera', 'angles', 'movie', 'disappointed', 'became', 'even', 'ridiculous', 'acting', 'poor', 'plot', 'lines', 'almost']",-0.2119047619047619,0.5166666666666667,Negative
3603,Very little music or anything to speak of.  ,"['little', 'music', 'anything', 'speak']",-0.1875,0.5,Negative
3604,"The rest of the movie lacks art, charm, meaning... If it's about emptiness, it works I guess because it's empty.  ","['rest', 'movie', 'lacks', 'art', 'charm', 'meaning', 'emptiness', 'works', 'guess', 'empty']",-0.1,0.5,Negative
3605,Wasted two hours.  ,"['wasted', 'two', 'hours']",-0.2,0.0,Negative
3606,A bit predictable.  ,"['bit', 'predictable']",-0.2,0.5,Negative
3607,"It had some average acting from the main person, and it was a low budget as you clearly can see.  ","['average', 'acting', 'main', 'person', 'low', 'budget', 'clearly', 'see']",0.023333333333333338,0.2833333333333333,Positive
3608,This short film certainly pulls no punches.  ,"['short', 'film', 'certainly', 'pulls', 'punches']",0.10714285714285714,0.4357142857142857,Positive
3609,Graphics is far from the best part of the game.  ,"['graphics', 'far', 'best', 'part', 'game']",0.23333333333333336,0.5666666666666668,Positive
3610,Today the graphics are crap.  ,"['today', 'graphics', 'crap']",-0.8,0.8,Negative
3611,This was a flick doomed from its conception.  ,"['flick', 'doomed', 'conception']",0.0,0.0,Neutral
3612,"The very idea of it was lame - take a minor character from a mediocre PG-13 film, and make a complete non-sequel while changing its tone to a PG-rated family movie.  ","['idea', 'lame', 'take', 'minor', 'character', 'mediocre', 'film', 'make', 'complete', 'changing', 'tone', 'family', 'movie']",-0.23750000000000002,0.5875,Negative
3613,I wasn't the least bit interested.  ,"['least', 'bit', 'interested']",-0.024999999999999994,0.45,Negative
3614,"Not only did it only confirm that the film would be unfunny and generic, but it also managed to give away the ENTIRE movie  and I'm not exaggerating - every moment, every plot point, every joke is told in the trailer.  ","['confirm', 'film', 'would', 'unfunny', 'generic', 'also', 'managed', 'give', 'away', 'entire', 'movie', 'exaggerating', 'every', 'moment', 'every', 'plot', 'point', 'every', 'joke', 'told', 'trailer']",0.0,0.3125,Neutral
3615,But it's just not funny.  ,['funny'],0.25,1.0,Positive
3616,But even the talented Carrell can't save this.  ,"['even', 'talented', 'carrell', 'save']",0.7,0.9,Positive
3617,"His co-stars don't fare much better, with people like Morgan Freeman, Jonah Hill, and Ed Helms just wasted.  ","['fare', 'much', 'good', 'people', 'like', 'morgan', 'freeman', 'jonah', 'hill', 'helms', 'wasted']",0.24999999999999997,0.30000000000000004,Positive
3618,The story itself is just predictable and lazy.  ,"['story', 'predictable', 'lazy']",-0.225,0.75,Negative
3619,"The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I've ever seen.  ","['real', 'effects', 'work', 'presence', 'animals', 'integration', 'scenes', 'bad', 'obvious', 'work', 'ever', 'seen']",-0.1666666666666666,0.48888888888888893,Negative
3620,"But whatever it was that cost them so much, it didn't translate to quality, that's for sure.  ","['whatever', 'cost', 'much', 'translate', 'quality', 'sure']",0.35,0.5444444444444444,Positive
3621,"On the negative, it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen.  ","['negative', 'insipid', 'enough', 'cause', 'regret', 'another', 'hours', 'life', 'wasted', 'front', 'screen']",-0.16666666666666666,0.3,Negative
3622,"Long, whiny and pointless.  ","['long', 'whiny', 'pointless']",-0.15,0.45,Negative
3623,"But I recommend waiting for their future efforts, let this one go.  ","['recommend', 'waiting', 'future', 'efforts', 'let', 'one']",0.0,0.125,Neutral
3624,I was very disappointed in the movie.  ,"['disappointed', 'movie']",-0.75,0.75,Negative
3625,One character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.  ,"['one', 'character', 'totally', 'annoying', 'voice', 'gives', 'feeling', 'fingernails', 'chalkboard']",-0.8,0.9,Negative
3626,There is a totally unnecessary train/roller coaster scene.  ,"['totally', 'unnecessary', 'coaster', 'scene']",-0.4,0.9,Negative
3627,There was absolutely no warmth or charm to these scenes or characters.  ,"['absolutely', 'warmth', 'charm', 'scenes', 'characters']",0.2,0.9,Positive
3628,This movie totally grates on my nerves.  ,"['movie', 'totally', 'grates', 'nerves']",0.0,0.75,Neutral
3629,"The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they're delivering the line well, but whether the line itself is any good.  ","['performances', 'improved', 'improvisation', 'actors', 'twice', 'much', 'worry', 'whether', 'delivering', 'line', 'well', 'whether', 'line', 'good']",0.44999999999999996,0.4,Positive
3630,"And, quite honestly, often its not very good.  ","['quite', 'honestly', 'often', 'good']",0.6499999999999999,0.75,Positive
3631,"Often the dialogue doesn't really follow from one line to another, or fit the surroundings.  ","['often', 'dialogue', 'really', 'follow', 'one', 'line', 'another', 'fit', 'surroundings']",0.30000000000000004,0.30000000000000004,Positive
3632,"It crackles with an unpredictable, youthful energy - but honestly, i found it hard to follow and concentrate on it meanders so badly.  ","['crackles', 'unpredictable', 'youthful', 'energy', 'honestly', 'found', 'hard', 'follow', 'concentrate', 'meanders', 'badly']",-0.13958333333333328,0.7770833333333332,Negative
3633,"I wouldn't say they're worth 2 hours of your time, though.  ","['would', 'say', 'worth', 'hours', 'time', 'though']",0.3,0.1,Positive
3634,"I'm glad this pretentious piece of s*** didn't do as planned by the Dodge stratus Big Shots... It's gonna help movie makers who aren't in the very restrained ""movie business"" of Québec.  ","['glad', 'pretentious', 'piece', 'planned', 'dodge', 'stratus', 'big', 'shots', 'gon', 'help', 'movie', 'makers', 'restrained', 'movie', 'business', 'québec']",0.06666666666666667,0.6,Positive
3635,The problem was the script.  ,"['problem', 'script']",0.0,0.0,Neutral
3636,It was horrendous.  ,['horrendous'],0.0,0.0,Neutral
3637,There was NOTHING believable about it at all.  ,"['nothing', 'believable']",0.5,0.5,Positive
3638,The only suspense I was feeling was the frustration at just how retarded the girls were.  ,"['suspense', 'feeling', 'frustration', 'retarded', 'girls']",-0.8,0.8,Negative
3639,"Frankly, after Cotton club and Unfaithful, it was kind of embarrassing to watch Lane and Gere in this film, because it is BAD.  ","['frankly', 'cotton', 'club', 'unfaithful', 'kind', 'embarrassing', 'watch', 'lane', 'gere', 'film', 'bad']",-0.23333333333333328,0.8222222222222223,Negative
3640,"The acting was bad, the dialogs were extremely shallow and insincere.  ","['acting', 'bad', 'dialogs', 'extremely', 'shallow', 'insincere']",-0.3444444444444444,0.38888888888888884,Negative
3641,"It was too predictable, even for a chick flick.  ","['predictable', 'even', 'chick', 'flick']",-0.2,0.5,Negative
3642,Too politically correct.  ,"['politically', 'correct']",0.0,0.1,Neutral
3643,Very disappointing.  ,['disappointing'],-0.6,0.7,Negative
3644,"I love Lane, but I've never seen her in a movie this lousy.  ","['love', 'lane', 'never', 'seen', 'movie', 'lousy']",0.0,0.55,Neutral
3645,An hour and a half I wish I could bring back.  ,"['hour', 'half', 'wish', 'could', 'bring', 'back']",-0.08333333333333333,0.08333333333333333,Negative
3646,The directing and the cinematography aren't quite as good.  ,"['directing', 'cinematography', 'quite', 'good']",0.7,0.6000000000000001,Positive
3647,"The movie was so boring, that I sometimes found myself occupied peaking in the paper instead of watching (never happened during a Columbo movie before!  ","['movie', 'boring', 'sometimes', 'found', 'occupied', 'peaking', 'paper', 'instead', 'watching', 'never', 'happened', 'columbo', 'movie']",-1.0,1.0,Negative
3648,"), and sometimes it was so embarrassing that I had to look away.  ","['sometimes', 'embarrassing', 'look', 'away']",0.0,0.0,Neutral
3649,The directing seems too pretentious.  ,"['directing', 'seems', 'pretentious']",-0.3,0.7,Negative
3650,"The scenes with the ""oh-so-mature"" neighbour-girl are a misplace.  ","['scenes', 'misplace']",0.0,0.0,Neutral
3651,And generally the lines and plot is weaker than the average episode.  ,"['generally', 'lines', 'plot', 'weak', 'average', 'episode']",-0.15833333333333333,0.5083333333333333,Negative
3652,"Then scene where they debated whether or not to sack the trumpeter (who falsely was accused for the murder) is pure horror, really stupid.  ","['scene', 'debated', 'whether', 'sack', 'trumpeter', 'falsely', 'accused', 'murder', 'pure', 'horror', 'really', 'stupid']",-0.32857142857142857,0.7000000000000001,Negative
3653,My only problem is I thought the actor playing the villain was a low rent Michael Ironside.  ,"['problem', 'thought', 'actor', 'playing', 'villain', 'low', 'rent', 'michael', 'ironside']",0.0,0.3,Neutral
3654,"However, this didn't make up for the fact that overall, this was a tremendously boring movie.  ","['however', 'make', 'fact', 'overall', 'tremendously', 'boring', 'movie']",-0.5,0.5,Negative
3655,"There was NO chemistry between Ben Affleck and Sandra Bullock in this film, and I couldn't understand why he would consider even leaving his wife-to-be for this chick that he supposedly was knocked out by.  ","['chemistry', 'ben', 'affleck', 'sandra', 'bullock', 'film', 'could', 'understand', 'would', 'consider', 'even', 'leaving', 'chick', 'supposedly', 'knocked']",0.0,0.0,Neutral
3656,There were several moments in the movie that just didn't need to be there and were excruciatingly slow moving.  ,"['several', 'moments', 'movie', 'need', 'excruciatingly', 'slow', 'moving']",-0.19500000000000003,0.26,Negative
3657,"This was a poor remake of ""My Best Friends Wedding"".  ","['poor', 'remake', 'best', 'friends', 'wedding']",0.3,0.44999999999999996,Positive
3658,"All in all, a great disappointment.  ","['great', 'disappointment']",0.10000000000000003,0.575,Positive
3659,"I cannot believe that the actors agreed to do this ""film"".  ","['believe', 'actors', 'agreed', 'film']",0.0,0.0,Neutral
3660,I could not stand to even watch it for very long for fear of losing I.Q.  ,"['could', 'stand', 'even', 'watch', 'long', 'fear', 'losing']",-0.05,0.4,Negative
3661,I guess that nobody at the network that aired this dribble watched it before putting it on.  ,"['guess', 'nobody', 'network', 'aired', 'dribble', 'watched', 'putting']",0.1,0.7,Positive
3662,"IMDB ratings only go as low 1 for awful, it's time to get some negative numbers in there for cases such as these.  ","['imdb', 'ratings', 'low', 'awful', 'time', 'get', 'negative', 'numbers', 'cases']",-0.43333333333333335,0.5666666666666668,Negative
3663,"I saw ""Mirrormask"" last night and it was an unsatisfactory experience.  ","['saw', 'mirrormask', 'last', 'night', 'unsatisfactory', 'experience']",0.0,0.06666666666666667,Neutral
3664,"Unfortunately, inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.  ","['unfortunately', 'inexperience', 'direction', 'meant', 'scene', 'scene', 'passed', 'little', 'way', 'dramatic', 'tension', 'conflict']",-0.3736111111111111,0.7000000000000001,Negative
3665,"These are the central themes of the film and they are handled ineptly, stereotypically and with no depth of imagination.  ","['central', 'themes', 'film', 'handled', 'ineptly', 'stereotypically', 'depth', 'imagination']",-0.25,0.625,Negative
3666,All the pretty pictures in the world cannot make up for a piece of work that is flawed at the core.  ,"['pretty', 'pictures', 'world', 'make', 'piece', 'work', 'flawed', 'core']",-0.125,0.75,Negative
3667,"It is an hour and half waste of time, following a bunch of very pretty high schoolers whine and cry about life.  ","['hour', 'half', 'waste', 'time', 'following', 'bunch', 'pretty', 'high', 'schoolers', 'whine', 'cry', 'life']",0.008666666666666661,0.36133333333333334,Positive
3668,"You can't relate with them, hell you barely can understand them.  ","['relate', 'hell', 'barely', 'understand']",0.05,0.1,Positive
3669,"This movie is a pure disaster, the story is stupid and the editing is the worst I have seen, it confuses you incredibly.  ","['movie', 'pure', 'disaster', 'story', 'stupid', 'editing', 'bad', 'seen', 'confuses', 'incredibly']",-0.09642857142857139,0.7666666666666666,Negative
3670,The fish is badly made and some of its underwater shots are repeated a thousand times in the film.  ,"['fish', 'badly', 'made', 'underwater', 'shots', 'repeated', 'thousand', 'times', 'film']",-0.6999999999999998,0.6666666666666666,Negative
3671,"A truly, truly bad film.  ","['truly', 'truly', 'bad', 'film']",-0.6999999999999998,0.6666666666666666,Negative
3672,"The acting is terrible, and the writing is worse.  ","['acting', 'terrible', 'writing', 'bad']",-0.5666666666666665,0.5555555555555555,Negative
3673,The only possible way this movie could be redeemed would be as MST3K fodder.  ,"['possible', 'way', 'movie', 'could', 'redeemed', 'would', 'fodder']",0.0,1.0,Neutral
3674,I paid too much.  ,"['paid', 'much']",0.2,0.2,Positive
3675,It was so BORING!  ,['boring'],-1.0,1.0,Negative
3676,No plot whatsoever!  ,"['plot', 'whatsoever']",0.0,0.0,Neutral
3677,"Again, no plot at all.  ",['plot'],0.0,0.0,Neutral
3678,Horrible!  ,['horrible'],-1.0,1.0,Negative
3679,Worst hour and a half of my life!Oh my gosh!  ,"['bad', 'hour', 'half', 'life', 'gosh']",-0.43333333333333324,0.41666666666666663,Negative
3680,I had to walk out of the theatre for a few minutes just to get some relief!  ,"['walk', 'theatre', 'minutes', 'get', 'relief']",0.0,0.0,Neutral
3681,I hate movies like that.  ,"['hate', 'movies', 'like']",-0.8,0.9,Negative
3682,"Yeah, the movie pretty much sucked.  ","['yeah', 'movie', 'pretty', 'much', 'sucked']",0.225,0.6,Positive
3683,THERE IS NO PLOT OR STORYLINE!!  ,"['plot', 'storyline']",0.0,0.0,Neutral
3684,"If you do go see this movie, bring a pillow or a girlfriend/boyfriend to keep you occupied through out.  ","['see', 'movie', 'bring', 'pillow', 'keep', 'occupied']",0.0,0.0,Neutral
3685,Awful.  ,['awful'],-1.0,1.0,Negative
3686,I don't think I've ever gone to a movie and disliked it as much.  ,"['think', 'ever', 'gone', 'movie', 'disliked', 'much']",0.0,0.4,Neutral
3687,It was a good thing that the tickets only cost five dollars because I would be mad if I'd have paid $7.50 to see this crap.  ,"['good', 'thing', 'tickets', 'cost', 'five', 'dollars', 'would', 'mad', 'paid', 'see', 'crap']",-0.2416666666666667,0.8000000000000002,Negative
3688,NOBODY identifies with these characters because they're all cardboard cutouts and stereotypes (or predictably reverse-stereotypes).  ,"['nobody', 'identifies', 'characters', 'cardboard', 'cutouts', 'stereotypes', 'predictably']",-0.2,0.5,Negative
3689,"This is a bad film, with bad writing, and good actors....an ugly cartoon crafted by Paul Haggis for people who can't handle anything but the bold strokes in storytelling....a picture painted with crayons.  ","['bad', 'film', 'bad', 'writing', 'good', 'actors', 'ugly', 'cartoon', 'crafted', 'paul', 'haggis', 'people', 'handle', 'anything', 'bold', 'strokes', 'storytelling', 'picture', 'painted', 'crayons']",-0.2133333333333333,0.72,Negative
3690,"Crash is a depressing little nothing, that provokes emotion, but teaches you nothing if you already know racism and prejudice are bad things.  ","['crash', 'depressing', 'little', 'nothing', 'provokes', 'emotion', 'teaches', 'nothing', 'already', 'know', 'racism', 'prejudice', 'bad', 'things']",-0.4958333333333333,0.6888888888888888,Negative
3691,Your brain will attempt to shut-down as part of a primal impulse of self-preservation.  ,"['brain', 'attempt', 'part', 'primal', 'impulse']",0.0,0.0,Neutral
3692,I was left shattered from the experience of watching this 'film' and I took a good two hours to fully recover.  ,"['left', 'shattered', 'experience', 'watching', 'took', 'good', 'two', 'hours', 'fully', 'recover']",0.35,0.30000000000000004,Positive
3693,This movie now joins Revenge of the Boogeyman and Zombiez as part of the hellish trinity of horror films.  ,"['movie', 'joins', 'revenge', 'boogeyman', 'zombiez', 'part', 'hellish', 'trinity', 'horror', 'films']",0.0,0.0,Neutral
3694,I certainly do not mean this distinction in a good way.  ,"['certainly', 'mean', 'distinction', 'good', 'way']",0.19374999999999998,0.64375,Positive
3695,I mean this in a terrible way.  ,"['mean', 'terrible', 'way']",-0.65625,0.84375,Negative
3696,This film has no redeeming features.  ,"['film', 'redeeming', 'features']",0.5,0.5,Positive
3697,Everything is appalling.  ,"['everything', 'appalling']",-0.35,0.9,Negative
3698,"Artless camera-work endlessly presents us with the ugliest setting imaginable, i.e.  ","['artless', 'endlessly', 'presents', 'ugly', 'setting', 'imaginable']",-0.4125,0.875,Negative
3699,The story is beyond stupid.  ,"['story', 'beyond', 'stupid']",-0.7999999999999999,1.0,Negative
3700,The script iswas there a script?  ,"['script', 'script']",0.0,0.0,Neutral
3701,The kids are annoying.  ,"['kids', 'annoying']",-0.8,0.9,Negative
3702,The lead man is charisma-free.  ,"['lead', 'man']",0.0,0.0,Neutral
3703,"Utterly without merit on any level, this is akin to torture.  ","['utterly', 'without', 'merit', 'level', 'akin', 'torture']",0.0,1.0,Neutral
3704,I'll even say it again  this is torture.  ,"['even', 'say', 'torture']",0.0,0.0,Neutral
3705,Maybe there would be a reasonable explanation for this atrocity.  ,"['maybe', 'would', 'reasonable', 'explanation', 'atrocity']",0.2,0.6,Positive
3706,Not a pleasant voyage of self-discovery.  ,"['pleasant', 'voyage']",0.7333333333333333,0.9666666666666667,Positive
3707,Highly unrecommended.  ,"['highly', 'unrecommended']",0.16,0.5399999999999999,Positive
3708,"If this premise sound stupid, that's because it is.  ","['premise', 'sound', 'stupid']",-0.19999999999999996,0.7,Negative
3709,"Yes, it's that bad.  ","['yes', 'bad']",-0.6999999999999998,0.6666666666666666,Negative
3710,Nothing at all to recommend.  ,"['nothing', 'recommend']",0.0,0.0,Neutral
3711,"This movie suffered because of the writing, it needed more suspense.  ","['movie', 'suffered', 'writing', 'needed', 'suspense']",0.0,0.0,Neutral
3712,There were too many close ups.  ,"['many', 'close', 'ups']",0.5,0.5,Positive
3713,But other than that the movie seemed to drag and the heroes didn't really work for their freedom.  ,"['movie', 'seemed', 'drag', 'heroes', 'really', 'work', 'freedom']",0.05,0.13541666666666669,Positive
3714,But this movie is definitely a below average rent.  ,"['movie', 'definitely', 'average', 'rent']",-0.15,0.39999999999999997,Negative
3715,This movie is BAD.  ,"['movie', 'bad']",-0.6999999999999998,0.6666666666666666,Negative
3716,So bad.  ,['bad'],-0.6999999999999998,0.6666666666666666,Negative
3717,The film is way too long.  ,"['film', 'way', 'long']",-0.05,0.4,Negative
3718,This is definitely one of the bad ones.  ,"['definitely', 'one', 'bad', 'ones']",-0.3499999999999999,0.5833333333333333,Negative
3719,I really don't see how anyone could enjoy this movie.  ,"['really', 'see', 'anyone', 'could', 'enjoy', 'movie']",0.30000000000000004,0.35,Positive
3720,I don't think I've ever seen a movie half as boring as this self-indulgent piece of junk.  ,"['think', 'ever', 'seen', 'movie', 'half', 'boring', 'piece', 'junk']",-0.5833333333333334,0.5833333333333334,Negative
3721,"It probably would have been better if the director hadn't spent most of the movie showcasing his own art work, which really isn't that noteworthy.  ","['probably', 'would', 'good', 'director', 'spent', 'movie', 'showcasing', 'art', 'work', 'really', 'noteworthy']",0.26666666666666666,0.30000000000000004,Positive
3722,"Another thing I didn't really like is when a character got punched in the face, a gallon of blood would spew forth soon after.  ","['another', 'thing', 'really', 'like', 'character', 'got', 'punched', 'face', 'gallon', 'blood', 'would', 'spew', 'forth', 'soon']",0.2,0.2,Positive
3723,Ironically I mostly find his films a total waste of time to watch.  ,"['ironically', 'mostly', 'find', 'films', 'total', 'waste', 'time', 'watch']",0.09999999999999999,0.4166666666666667,Positive
3724,It's this pandering to the audience that sabotages most of his films.  ,"['pandering', 'audience', 'sabotages', 'films']",0.0,0.0,Neutral
3725,Hence the whole story lacks a certain energy.  ,"['hence', 'whole', 'story', 'lacks', 'certain', 'energy']",0.20714285714285713,0.4857142857142857,Positive
3726,"The plot simply rumbles on like a machine, desperately depending on the addition of new scenes.  ","['plot', 'simply', 'rumbles', 'like', 'machine', 'desperately', 'depending', 'addition', 'new', 'scenes']",-0.15454545454545454,0.6038961038961039,Negative
3727,There are the usual Hitchcock logic flaws.  ,"['usual', 'hitchcock', 'logic', 'flaws']",-0.25,0.25,Negative
3728,Mishima is extremely uninteresting.  ,"['mishima', 'extremely', 'uninteresting']",-0.125,1.0,Negative
3729,"This is a chilly, unremarkable movie about an author living/working in a chilly abstruse culture.  ","['chilly', 'unremarkable', 'movie', 'author', 'chilly', 'abstruse', 'culture']",-0.6,0.9,Negative
3730,The flat reenactments don't hold your attention because they are emotionally adrift and stagy.  ,"['flat', 'reenactments', 'hold', 'attention', 'emotionally', 'adrift', 'stagy']",-0.0125,0.3875,Negative
3731,"And the rest of it just sits there being awful... with soldiers singing songs about the masculinity they pledge themselves to, hairsplitting about purity, the admiration of swords, etc.  ","['rest', 'sits', 'awful', 'soldiers', 'singing', 'songs', 'masculinity', 'pledge', 'hairsplitting', 'purity', 'admiration', 'swords', 'etc']",-1.0,1.0,Negative
3732,"He can bore you to pieces, and kill the momentum of a movie, quicker than anyone else.  ","['bore', 'pieces', 'kill', 'momentum', 'movie', 'quick', 'anyone', 'else']",0.3333333333333333,0.5,Positive
3733,"Schrader has made a resume full of lousy, amateurish films.  ","['schrader', 'made', 'resume', 'full', 'lousy', 'amateurish', 'films']",-0.18333333333333335,0.6166666666666667,Negative
3734,"However, I recently watched the whole thing again on DVD, and I was completely struck by how extremely stupid the storyline was - how it contained holes, inconsistencies and - frankly - a whole lot of crap - and how horrid the dancing was.  ","['however', 'recently', 'watched', 'whole', 'thing', 'dvd', 'completely', 'struck', 'extremely', 'stupid', 'storyline', 'contained', 'holes', 'inconsistencies', 'frankly', 'whole', 'lot', 'crap', 'horrid', 'dancing']",-0.17142857142857143,0.4642857142857143,Negative
3735,"I mean, in a realistic world, she would NEVER have gotten into that ballet repertory... The whole thing was quite pathetic.  ","['mean', 'realistic', 'world', 'would', 'never', 'gotten', 'ballet', 'repertory', 'whole', 'thing', 'quite', 'pathetic']",-0.23645833333333333,0.6052083333333333,Negative
3736,The character developments also lacked in depth.  ,"['character', 'developments', 'also', 'lacked', 'depth']",0.0,0.0,Neutral
3737,"Woa, talk about awful.  ","['woa', 'talk', 'awful']",-1.0,1.0,Negative
3738,Do not waste your time.  ,"['waste', 'time']",-0.2,0.0,Negative
3739,It was just too horrible.  ,['horrible'],-1.0,1.0,Negative
